topic	tweet_id	class_label	run_id
covid-19	1368273275181207552	no_not_interesting	manifold_mixup
covid-19	1368830691300020225	no_not_interesting	manifold_mixup
covid-19	1367771405647933444	no_not_interesting	manifold_mixup
covid-19	1354211785293746177	no_not_interesting	manifold_mixup
covid-19	1359553863590678533	no_not_interesting	manifold_mixup
covid-19	1369198771330904070	no_not_interesting	manifold_mixup
covid-19	1369369392052637696	no_not_interesting	manifold_mixup
covid-19	1358119265774280709	no_not_interesting	manifold_mixup
covid-19	1367859250316378121	no_not_interesting	manifold_mixup
covid-19	1368254297704595456	no_not_interesting	manifold_mixup
covid-19	1367265365517041672	no_not_interesting	manifold_mixup
covid-19	1370112440646647812	no_not_interesting	manifold_mixup
covid-19	1370487263558316036	no_not_interesting	manifold_mixup
covid-19	1369730776321974275	no_not_interesting	manifold_mixup
covid-19	1369877253849411584	no_not_interesting	manifold_mixup
covid-19	1368110912629051394	no_not_interesting	manifold_mixup
covid-19	1353016312520450054	no_not_interesting	manifold_mixup
covid-19	1366247263832477701	no_not_interesting	manifold_mixup
covid-19	1361400300070920196	no_not_interesting	manifold_mixup
covid-19	1370092407920979975	no_not_interesting	manifold_mixup
covid-19	1370097091733823490	no_not_interesting	manifold_mixup
covid-19	1369993914216632325	no_not_interesting	manifold_mixup
covid-19	1366179764017504260	no_not_interesting	manifold_mixup
covid-19	1367882615496335362	no_not_interesting	manifold_mixup
covid-19	1368992496798273541	no_not_interesting	manifold_mixup
covid-19	1366472330025828355	no_not_interesting	manifold_mixup
covid-19	1366780587734827012	no_not_interesting	manifold_mixup
covid-19	1367183008537567232	no_not_interesting	manifold_mixup
covid-19	1370499629641515011	no_not_interesting	manifold_mixup
covid-19	1366953572005462023	no_not_interesting	manifold_mixup
covid-19	1371084197637545988	no_not_interesting	manifold_mixup
covid-19	1367881765516414979	no_not_interesting	manifold_mixup
covid-19	1368622542915858434	no_not_interesting	manifold_mixup
covid-19	1369880028599644162	no_not_interesting	manifold_mixup
covid-19	1363534236330917889	no_not_interesting	manifold_mixup
covid-19	1367982412332900352	no_not_interesting	manifold_mixup
covid-19	1362414673954562052	no_not_interesting	manifold_mixup
covid-19	1353183744291528704	no_not_interesting	manifold_mixup
covid-19	1354009455378182144	no_not_interesting	manifold_mixup
covid-19	1371029289458565120	no_not_interesting	manifold_mixup
covid-19	1371090721122435076	no_not_interesting	manifold_mixup
covid-19	1368473792985505801	no_not_interesting	manifold_mixup
covid-19	1354817763336810505	no_not_interesting	manifold_mixup
covid-19	1369819438170726400	no_not_interesting	manifold_mixup
covid-19	1368691132180336647	no_not_interesting	manifold_mixup
covid-19	1368215862675709955	no_not_interesting	manifold_mixup
covid-19	1367834808353656832	no_not_interesting	manifold_mixup
covid-19	1357388201388875777	no_not_interesting	manifold_mixup
covid-19	1370450657275215873	no_not_interesting	manifold_mixup
covid-19	1368072067065606154	no_not_interesting	manifold_mixup
covid-19	1369363349746688008	no_not_interesting	manifold_mixup
covid-19	1369725977899769860	no_not_interesting	manifold_mixup
covid-19	1367979849479036928	no_not_interesting	manifold_mixup
covid-19	1369641693126029314	no_not_interesting	manifold_mixup
covid-19	1370393398239240192	no_not_interesting	manifold_mixup
covid-19	1369956790360768513	no_not_interesting	manifold_mixup
covid-19	1369718019790954504	no_not_interesting	manifold_mixup
covid-19	1367919128338591744	no_not_interesting	manifold_mixup
covid-19	1370192639010738180	no_not_interesting	manifold_mixup
covid-19	1367249708729597953	no_not_interesting	manifold_mixup
covid-19	1370014713887723520	no_not_interesting	manifold_mixup
covid-19	1367951821193543687	no_not_interesting	manifold_mixup
covid-19	1367181649348341773	no_not_interesting	manifold_mixup
covid-19	1371102396076679170	no_not_interesting	manifold_mixup
covid-19	1369293334477471748	no_not_interesting	manifold_mixup
covid-19	1367501020583129092	no_not_interesting	manifold_mixup
covid-19	1371107611584696322	no_not_interesting	manifold_mixup
covid-19	1370845742550646784	no_not_interesting	manifold_mixup
covid-19	1370033216107679754	no_not_interesting	manifold_mixup
covid-19	1371069095831998464	no_not_interesting	manifold_mixup
covid-19	1370004736011874307	no_not_interesting	manifold_mixup
covid-19	1369997275553017863	no_not_interesting	manifold_mixup
covid-19	1369835335178481668	no_not_interesting	manifold_mixup
covid-19	1362435478264373250	no_not_interesting	manifold_mixup
covid-19	1368193973228027905	no_not_interesting	manifold_mixup
covid-19	1370414286204510218	no_not_interesting	manifold_mixup
covid-19	1369436846783139846	no_not_interesting	manifold_mixup
covid-19	1368796186249990145	no_not_interesting	manifold_mixup
covid-19	1365697985909260290	no_not_interesting	manifold_mixup
covid-19	1370910301646778373	no_not_interesting	manifold_mixup
covid-19	1369245265434189827	no_not_interesting	manifold_mixup
covid-19	1369057853294665729	no_not_interesting	manifold_mixup
covid-19	1366158991408074754	no_not_interesting	manifold_mixup
covid-19	1370091930131038208	no_not_interesting	manifold_mixup
covid-19	1370078640407519233	no_not_interesting	manifold_mixup
covid-19	1369992756005855233	no_not_interesting	manifold_mixup
covid-19	1369405429986508806	no_not_interesting	manifold_mixup
covid-19	1354895789835751426	no_not_interesting	manifold_mixup
covid-19	1368394337273270272	no_not_interesting	manifold_mixup
covid-19	1368319608109797383	no_not_interesting	manifold_mixup
covid-19	1367497727177854978	no_not_interesting	manifold_mixup
covid-19	1367245903480946699	no_not_interesting	manifold_mixup
covid-19	1370321441237925892	no_not_interesting	manifold_mixup
covid-19	1369417564712017931	no_not_interesting	manifold_mixup
covid-19	1369302178205163522	no_not_interesting	manifold_mixup
covid-19	1370903559907184644	no_not_interesting	manifold_mixup
covid-19	1370558261502431232	no_not_interesting	manifold_mixup
covid-19	1369624591660892164	no_not_interesting	manifold_mixup
covid-19	1368468002195259393	no_not_interesting	manifold_mixup
covid-19	1366552210511958017	no_not_interesting	manifold_mixup
covid-19	1370698656366530561	no_not_interesting	manifold_mixup
covid-19	1369751161197142019	no_not_interesting	manifold_mixup
covid-19	1369510046434947076	no_not_interesting	manifold_mixup
covid-19	1370585135079288833	no_not_interesting	manifold_mixup
covid-19	1370136454085640192	no_not_interesting	manifold_mixup
covid-19	1369645485968011271	no_not_interesting	manifold_mixup
covid-19	1369450633108086789	no_not_interesting	manifold_mixup
covid-19	1368449164561022983	no_not_interesting	manifold_mixup
covid-19	1370331228067495937	no_not_interesting	manifold_mixup
covid-19	1370025415402614788	no_not_interesting	manifold_mixup
covid-19	1370001228281880587	no_not_interesting	manifold_mixup
covid-19	1369413644883275789	no_not_interesting	manifold_mixup
covid-19	1366430541369774087	no_not_interesting	manifold_mixup
covid-19	1359660953160269826	no_not_interesting	manifold_mixup
covid-19	1370011439390416901	no_not_interesting	manifold_mixup
covid-19	1369724396752015366	no_not_interesting	manifold_mixup
covid-19	1368580426722377729	no_not_interesting	manifold_mixup
covid-19	1368431197127380997	no_not_interesting	manifold_mixup
covid-19	1366255539039174659	no_not_interesting	manifold_mixup
covid-19	1371030644881551363	no_not_interesting	manifold_mixup
covid-19	1369919959875338240	no_not_interesting	manifold_mixup
covid-19	1369628904621826053	no_not_interesting	manifold_mixup
covid-19	1369515486204096514	no_not_interesting	manifold_mixup
covid-19	1369110978764308484	no_not_interesting	manifold_mixup
covid-19	1368376838649749518	no_not_interesting	manifold_mixup
covid-19	1368154540982165505	no_not_interesting	manifold_mixup
covid-19	1367616029929574400	no_not_interesting	manifold_mixup
covid-19	1366847032703528962	no_not_interesting	manifold_mixup
covid-19	1358360838076321792	no_not_interesting	manifold_mixup
covid-19	1371025907855597570	no_not_interesting	manifold_mixup
covid-19	1370375699677208578	no_not_interesting	manifold_mixup
covid-19	1370163708593238016	no_not_interesting	manifold_mixup
covid-19	1369697110052995082	no_not_interesting	manifold_mixup
covid-19	1368205967968636929	no_not_interesting	manifold_mixup
covid-19	1368924698197848064	no_not_interesting	manifold_mixup
covid-19	1368780169498955781	no_not_interesting	manifold_mixup
covid-19	1367507240173916165	no_not_interesting	manifold_mixup
covid-19	1370858476478550024	no_not_interesting	manifold_mixup
covid-19	1370830810480316418	no_not_interesting	manifold_mixup
covid-19	1370722400946503680	no_not_interesting	manifold_mixup
covid-19	1370539228317163523	no_not_interesting	manifold_mixup
covid-19	1370503338165428225	no_not_interesting	manifold_mixup
covid-19	1370403732979130369	no_not_interesting	manifold_mixup
covid-19	1370394637194518529	no_not_interesting	manifold_mixup
covid-19	1370384097789501443	no_not_interesting	manifold_mixup
covid-19	1370333633517662210	no_not_interesting	manifold_mixup
covid-19	1370328543339683843	no_not_interesting	manifold_mixup
covid-19	1370221560515063812	no_not_interesting	manifold_mixup
covid-19	1370162911092563969	no_not_interesting	manifold_mixup
covid-19	1370071441392209928	no_not_interesting	manifold_mixup
covid-19	1370070720827564043	no_not_interesting	manifold_mixup
covid-19	1370069439505387520	no_not_interesting	manifold_mixup
